,Unnamed: 0_x,fipsCode,amount_land,amount_water,latitude,longitude,venue_id,brand,state_x,city,daily_traffic_avg,home_air_distance_kilometers_median,home_air_distance_kilometers_25th_pct,home_air_distance_75th_kilometers_pct,work_air_distance_kilometers_median,work_air_distance_25th_kilometers_pct,work_air_distance_75th_kilometers_pct,traffic_fraction,people_fraction,venue_air_distance,population,Unnamed: 0_y,state_y,map_count_by_city,Unnamed: 0,state,daily_traffic_avg_avg,home_air_distance_kilometers_median_avg,home_air_distance_kilometers_25th_pct_avg,home_air_distance_75th_kilometers_pct_avg,work_air_distance_kilometers_median_avg,work_air_distance_25th_kilometers_pct_avg,work_air_distance_75th_kilometers_pct_avg,income_mean,income_median
786,1465,80310042022,328185.0,0,39.7492485,-104.9175628,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.004,0.003,2.61,778,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
787,1464,80310042022,328185.0,0,39.7492485,-104.9175628,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.001,0.002,5.376,778,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
788,1466,80310042023,648443.0,0,39.7437946,-104.9081328,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.006,0.004,2.737,1671,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
789,1467,80310042023,648443.0,0,39.7437946,-104.9081328,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.002,0.003,4.924,1671,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
790,1468,80310042024,324209.0,0,39.7419439,-104.9175398,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.003,0.004,1.924,617,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
791,1470,80310043011,616553.0,0,39.7369379,-104.9352361,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.012,0.01,0.363,1303,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
792,1472,80310043011,616553.0,0,39.7369379,-104.9352361,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.01,0.009000000000000001,0.649,1303,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
793,1473,80310043011,616553.0,0,39.7369379,-104.9352361,ba96da16-e421-43ba-8b2e-9990a1901791,Trader Joe's,CO,Denver,266,6,2,16,9,5,22,0.013,0.013,0.598,1303,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
794,1471,80310043011,616553.0,0,39.7369379,-104.9352361,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.006,0.004,3.622,1303,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
795,1474,80310043012,260176.0,0,39.7317364,-104.9379641,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.011,0.008,0.733,888,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
796,1476,80310043012,260176.0,0,39.7317364,-104.9379641,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.024,0.015,0.077,888,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
797,1477,80310043012,260176.0,0,39.7317364,-104.9379641,ba96da16-e421-43ba-8b2e-9990a1901791,Trader Joe's,CO,Denver,266,6,2,16,9,5,22,0.057,0.034,0.022,888,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
798,1475,80310043012,260176.0,0,39.7317364,-104.9379641,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.004,0.004,3.147,888,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
799,1479,80310043013,347618.0,0,39.7274183,-104.9355657,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.014,0.006,0.0,947,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
800,1480,80310043013,347618.0,0,39.7274183,-104.9355657,ba96da16-e421-43ba-8b2e-9990a1901791,Trader Joe's,CO,Denver,266,6,2,16,9,5,22,0.025,0.019,0.0,947,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
801,1478,80310043013,347618.0,0,39.7274183,-104.9355657,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.006,0.003,2.744,947,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
802,1481,80310043014,181409.0,0,39.7312701,-104.9328813,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.003,0.004,1.125,1402,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
803,1482,80310043014,181409.0,0,39.7312701,-104.9328813,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.021,0.01,0.457,1402,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
804,1483,80310043021,279135.0,0,39.738321,-104.9263585,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.002,0.003,1.232,762,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
805,1485,80310043023,376319.0,0,39.7283165,-104.9271422,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.009000000000000001,0.004,0.846,750,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
806,1486,80310043023,376319.0,0,39.7283165,-104.9271422,ba96da16-e421-43ba-8b2e-9990a1901791,Trader Joe's,CO,Denver,266,6,2,16,9,5,22,0.005,0.006999999999999999,0.847,750,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
807,1484,80310043023,376319.0,0,39.7283165,-104.9271422,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.002,0.002,2.8510000000000004,750,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
808,1488,80310043031,590316.0,0,39.7216646,-104.926511,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.014,0.006,0.906,1578,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
809,1489,80310043031,590316.0,0,39.7216646,-104.926511,ba96da16-e421-43ba-8b2e-9990a1901791,Trader Joe's,CO,Denver,266,6,2,16,9,5,22,0.011,0.009000000000000001,0.928,1578,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
810,1487,80310043031,590316.0,0,39.7216646,-104.926511,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.006999999999999999,0.006,2.032,1578,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
811,1491,80310043032,752050.0,0,39.7217032,-104.935559,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.006999999999999999,0.004,0.326,1041,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
812,1490,80310043032,752050.0,0,39.7217032,-104.935559,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.005,0.004,1.877,1041,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
813,1494,80310043034,640120.0,0,39.7144941,-104.9355594,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.004,0.003,1.194,909,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
814,1493,80310043034,640120.0,0,39.7144941,-104.9355594,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.006999999999999999,0.003,1.143,909,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
815,1495,80310043041,640518.0,0,39.736543,-104.90809240000002,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.003,0.004,2.737,1186,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
816,1497,80310043042,649022.0,0,39.72929620000001,-104.90815890000002,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.001,0.002,8.161,1148,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
817,1498,80310043042,649022.0,0,39.72929620000001,-104.90815890000002,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.006999999999999999,0.006999999999999999,2.362,1148,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
818,1496,80310043042,649022.0,0,39.72929620000001,-104.90815890000002,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.004,0.004,3.574,1148,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
819,1500,80310043043,743931.0,0,39.7295948,-104.9176687,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.015,0.006999999999999999,1.505,1812,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
820,1501,80310043043,743931.0,0,39.7295948,-104.9176687,ba96da16-e421-43ba-8b2e-9990a1901791,Trader Joe's,CO,Denver,266,6,2,16,9,5,22,0.011,0.008,1.507,1812,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
821,1499,80310043043,743931.0,0,39.7295948,-104.9176687,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.003,0.003,3.097,1812,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
822,1504,80310043062,623499.0,0,39.7164771,-104.9070313,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.001,0.002,6.564,821,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
823,1505,80310043062,623499.0,0,39.7164771,-104.9070313,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.003,0.003,2.62,821,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
824,1503,80310043062,623499.0,0,39.7164771,-104.9070313,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.004,0.005,2.764,821,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
825,1507,80310043063,572455.0,0,39.7156683,-104.9139697,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.004,0.004,2.148,1816,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
826,1506,80310043063,572455.0,0,39.7156683,-104.9139697,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.009000000000000001,0.005,2.202,1816,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
827,1510,80310043065,566735.0,0,39.722326,-104.9184449,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.006999999999999999,0.005,1.54,1311,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
828,1509,80310043065,566735.0,0,39.722326,-104.9184449,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.006,0.004,2.395,1311,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
829,1511,80310044032,651435.0,0,39.7419736,-104.8940489,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.006999999999999999,0.009000000000000001,3.536,2283,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
830,1512,80310044033,487024.0,0,39.74679879999999,-104.8995075,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.006,0.006,3.556,1500,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
831,1513,80310044042,493782.0,0,39.73424310000001,-104.8940528,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.005,0.005,3.577,2743,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
832,1515,80310044042,493782.0,0,39.73424310000001,-104.8940528,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.005,0.005,3.197,2743,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
833,1514,80310044042,493782.0,0,39.73424310000001,-104.8940528,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.002,0.002,4.706,2743,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
834,1517,80310044051,533574.0,0,39.71408579999999,-104.8986535,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.003,0.002,6.564,1560,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
835,1518,80310044051,533574.0,0,39.71408579999999,-104.8986535,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.005,0.004,3.389,1560,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
836,1516,80310044051,533574.0,0,39.71408579999999,-104.8986535,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.004,0.003,3.289,1560,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
837,1519,80310044054,1701841.0,0,39.7250201,-104.8978208,dc36a7e9-01c6-41e0-b02b-33f7e15480f4,Sprouts Farmers Market,CO,Denver,448,4,2,10,6,4,15,0.002,0.004,3.634,4187,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
838,1521,80310044054,1701841.0,0,39.7250201,-104.8978208,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.002,0.003,7.169,4187,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
839,1522,80310044054,1701841.0,0,39.7250201,-104.8978208,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.006999999999999999,0.005,3.159,4187,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
840,1520,80310044054,1701841.0,0,39.7250201,-104.8978208,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.008,0.006999999999999999,3.549,4187,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
841,1536,80310050011,872480.0,0,39.6985972,-104.9168648,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.004,0.002,4.404,1950,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
842,1537,80310050011,872480.0,0,39.6985972,-104.9168648,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.002,0.005,3.732,1950,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
843,1535,80310050011,872480.0,0,39.6985972,-104.9168648,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.009000000000000001,0.006,1.529,1950,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
844,1540,80310050023,486105.0,0,39.7050637,-104.9056043,45077732-9805-4c4d-a973-b9e2aa3d1bf3,Trader Joe's,CO,Denver,554,5,2,18,9,5,22,0.002,0.003,3.455,1817,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
845,1544,80310051023,567525.0,0,39.68608070000001,-104.9265838,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.001,0.002,3.75,1300,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
846,1545,80310051023,567525.0,0,39.68608070000001,-104.9265838,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.005,0.006,2.218,1300,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
847,1543,80310051023,567525.0,0,39.68608070000001,-104.9265838,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.005,0.006999999999999999,1.4509999999999998,1300,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
848,1547,80310051024,405710.0,0,39.6808774,-104.9275154,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.006999999999999999,0.005,1.716,1170,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
849,1546,80310051024,405710.0,0,39.6808774,-104.9275154,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.002,0.002,1.969,1170,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
850,1549,80310051041,306718.0,0,39.6875153,-104.93613159999998,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.009000000000000001,0.009000000000000001,2.384,2003,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
851,1548,80310051041,306718.0,0,39.6875153,-104.93613159999998,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.001,0.002,1.289,2003,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
852,1550,80310051042,435320.0,0,39.6828422,-104.9352607,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.011,0.006,1.646,1542,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
853,1554,80310052004,314239.0,0,39.6876042,-104.9174828,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.006,0.006,2.843,881,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
854,1553,80310052004,314239.0,0,39.6876042,-104.9174828,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.002,0.002,1.952,881,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
855,1556,80310053001,1119620.0,0,39.67389620000001,-104.9360238,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.013,0.011,0.431,1363,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
856,1555,80310053001,1119620.0,0,39.67389620000001,-104.9360238,abb46ee7-bb6f-4cdb-8580-4fdc750c1f21,Whole Foods Market,CO,Glendale,975,5,3,16,7,3,19,0.002,0.002,2.006,1363,11,CO,1,11,CO,975.0,5.0,3.0,16.0,7.0,3.0,19.0,72336.66019417481,88706.85436893199
857,1567,80310067011,1030734.0,0,39.6301479,-104.9093068,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.009000000000000001,0.012,1.668,3231,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
858,1568,80310067011,1030734.0,0,39.6301479,-104.9093068,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.006,0.005,3.619,3231,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
859,1566,80310067011,1030734.0,0,39.6301479,-104.9093068,aa0f96b8-359a-4740-9398-d845b446f59e,Whole Foods Market,CO,Centennial,638,6,3,11,8,5,17,0.003,0.004,5.49,3231,5,CO,2,5,CO,738.0,5.0,2.5,8.5,10.0,5.0,18.0,72336.66019417481,88706.85436893199
860,1569,80310067011,1030734.0,0,39.6301479,-104.9093068,8ebbeb83-3499-4ae4-bc95-9c8516bdb6c5,Sprouts Farmers Market,CO,Greenwood Village,165,5,3,14,8,3,16,0.006999999999999999,0.009000000000000001,3.181,3231,15,CO,1,15,CO,165.0,5.0,3.0,14.0,8.0,3.0,16.0,72336.66019417481,88706.85436893199
861,1570,80310068041,1572244.0,0,39.631382,-104.8964481,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.012,0.006,1.873,796,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
862,1571,80310068042,672980.0,0,39.6278638,-104.8897907,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.004,0.003,2.444,1627,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
863,1572,80310068091,439213.0,0,39.6434528,-104.9075348,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.006,0.004,0.718,839,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
864,1573,80310068092,1262212.0,0,39.6488204,-104.908478,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.018000000000000002,0.013,0.0,2573,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
865,1574,80310068092,1262212.0,0,39.6488204,-104.908478,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.006,0.008,2.184,2573,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
866,1575,80310068093,440803.0,0,39.644475,-104.8991322,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.01,0.005,0.468,1267,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
867,1576,80310068094,316489.0,17849,39.6396785,-104.8993386,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.004,0.002,1.183,1066,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
868,1577,80310068094,316489.0,17849,39.6396785,-104.8993386,5674c869-65cb-49d5-a4e2-8636cac37ce6,Sprouts Farmers Market,CO,Denver,348,5,3,11,8,5,13,0.006,0.005,3.832,1066,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
869,1578,80310068095,336285.0,0,39.636933,-104.898528,f2e31e70-ffc0-4717-b84d-be26c44c4b1b,Whole Foods Market,CO,Denver,1127,7,4,15,9,5,15,0.003,0.004,1.506,911,7,CO,10,7,CO,543.7,5.8,2.4,16.3,8.3,4.1,25.1,72336.66019417481,88706.85436893199
