,Unnamed: 0_x,fipsCode,amount_land,amount_water,latitude,longitude,venue_id,brand,state_x,city,daily_traffic_avg,home_air_distance_kilometers_median,home_air_distance_kilometers_25th_pct,home_air_distance_75th_kilometers_pct,work_air_distance_kilometers_median,work_air_distance_25th_kilometers_pct,work_air_distance_75th_kilometers_pct,traffic_fraction,people_fraction,venue_air_distance,population,Unnamed: 0_y,state_y,map_count_by_city,Unnamed: 0,state,daily_traffic_avg_avg,home_air_distance_kilometers_median_avg,home_air_distance_kilometers_25th_pct_avg,home_air_distance_75th_kilometers_pct_avg,work_air_distance_kilometers_median_avg,work_air_distance_25th_kilometers_pct_avg,work_air_distance_75th_kilometers_pct_avg,income_mean,income_median
6997,8499,482014301003,523096.0,0,29.781557,-95.4727489,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.003,0.004,3.637,1439,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
6998,8500,482014301003,523096.0,0,29.781557,-95.4727489,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.006999999999999999,0.005,3.708,1439,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
6999,8501,482014301005,467899.0,0,29.7820798,-95.4618058,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.004,0.003,4.526,1352,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7000,8502,482014301005,467899.0,0,29.7820798,-95.4618058,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.002,0.003,4.615,1352,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7001,8503,482014302001,709148.0,0,29.775924,-95.4847429,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.008,0.008,2.294,1636,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7002,8504,482014302001,709148.0,0,29.775924,-95.4847429,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.006,0.008,2.363,1636,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7003,8505,482014303001,1790205.0,1233,29.7689401,-95.4918136,47d5c33a-0ee4-40d8-b808-0166286ca834,Whole Foods Market,TX,Houston,1948,3,2,10,5,3,13,0.001,0.001,7.702000000000001,1141,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7004,8506,482014303001,1790205.0,1233,29.7689401,-95.4918136,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.02,0.015,0.098,1141,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7005,8507,482014303001,1790205.0,1233,29.7689401,-95.4918136,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.013,0.011,0.037000000000000005,1141,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7006,8508,482014303002,1366468.0,0,29.7707824,-95.504322,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.028,0.022,1.283,1703,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7007,8509,482014303002,1366468.0,0,29.7707824,-95.504322,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.029,0.017,1.22,1703,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7008,8510,482014303002,1366468.0,0,29.7707824,-95.504322,190fb11f-d121-4733-a97f-f3e51b50b3f7,Whole Foods Market,TX,Houston,1713,8,3,26,5,2,21,0.001,0.002,9.797,1703,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7009,8511,482014303003,2014209.0,0,29.7786511,-95.4965415,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.032,0.024,1.663,1844,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7010,8512,482014303003,2014209.0,0,29.7786511,-95.4965415,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.014,0.012,1.672,1844,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7011,8513,482014304001,1950976.0,4172,29.768094399999995,-95.5157902,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.012,0.011,1.399,1281,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7012,8514,482014304001,1950976.0,4172,29.768094399999995,-95.5157902,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.005,0.005,1.32,1281,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7013,8515,482014304002,3567281.0,7593,29.7525851,-95.5156117,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.027000000000000003,0.02,0.423,2013,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7014,8516,482014304002,3567281.0,7593,29.7525851,-95.5156117,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.01,0.009000000000000001,0.295,2013,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7015,8517,482014305001,1075308.0,0,29.778885100000004,-95.5265743,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.001,0.002,3.084,1362,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7016,8518,482014305002,1310066.0,0,29.7803398,-95.5142555,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.005,0.006,2.8560000000000003,1311,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7017,8519,482014305002,1310066.0,0,29.7803398,-95.5142555,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.009000000000000001,0.005,2.7910000000000004,1311,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7018,8520,482014306001,1262789.0,0,29.7673654,-95.5263159,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.005,0.006,2.295,1162,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7019,8521,482014306001,1262789.0,0,29.7673654,-95.5263159,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.008,0.006999999999999999,2.173,1162,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7020,8522,482014306002,2485845.0,0,29.7634234,-95.5345575,b89b8ea0-559e-45d8-9909-c1e02212dd9e,Sprouts Farmers Market,TX,Houston,932,5,2,11,10,4,19,0.002,0.002,4.872,2747,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7021,8523,482014306002,2485845.0,0,29.7634234,-95.5345575,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.011,0.014,2.172,2747,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7022,8524,482014306002,2485845.0,0,29.7634234,-95.5345575,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.01,0.011,2.044,2747,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7023,8525,482014307001,368860.0,0,29.7759795,-95.5347817,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.004,0.003,3.806,1136,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7024,8526,482014307001,368860.0,0,29.7759795,-95.5347817,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.006999999999999999,0.004,3.7,1136,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7025,8527,482014307002,942531.0,0,29.781075,-95.5383135,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.001,0.002,4.212,1307,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7026,8528,482014307003,558758.0,0,29.7712152,-95.5423163,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.006,0.005,4.103,977,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7027,8529,482014307003,558758.0,0,29.7712152,-95.5423163,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.008,0.008,3.98,977,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7028,8530,482014308001,2379613.0,0,29.7778915,-95.5520278,b89b8ea0-559e-45d8-9909-c1e02212dd9e,Sprouts Farmers Market,TX,Houston,932,5,2,11,10,4,19,0.006,0.005,5.019,3670,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7029,8531,482014308001,2379613.0,0,29.7778915,-95.5520278,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.014,0.013,4.489,3670,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7030,8532,482014308001,2379613.0,0,29.7778915,-95.5520278,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.014,0.011,4.365,3670,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7031,8533,482014308001,2379613.0,0,29.7778915,-95.5520278,ce9b412c-6ada-49c0-b9f5-5edbcca3e2de,Whole Foods Market,TX,Houston,241,7,4,15,9,5,17,0.004,0.004,3.992,3670,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7032,8534,482014308002,1002277.0,0,29.7717435,-95.5551157,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.005,0.004,5.048,1595,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7033,8535,482014308002,1002277.0,0,29.7717435,-95.5551157,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.005,0.005,4.923,1595,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7034,8536,482014309001,1041222.0,14383,29.7523751,-95.5317095,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.021,0.015,2.479,2215,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7035,8537,482014309001,1041222.0,14383,29.7523751,-95.5317095,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.013,0.011,2.351,2215,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7036,8538,482014309002,465134.0,0,29.7559351,-95.5403054,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.009000000000000001,0.008,3.415,784,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7037,8539,482014309002,465134.0,0,29.7559351,-95.5403054,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.011,0.006999999999999999,3.287,784,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7038,8540,482014309003,707156.0,5872,29.7603672,-95.547736,b89b8ea0-559e-45d8-9909-c1e02212dd9e,Sprouts Farmers Market,TX,Houston,932,5,2,11,10,4,19,0.002,0.002,4.334,1443,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7039,8541,482014309003,707156.0,5872,29.7603672,-95.547736,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.005,0.004,3.812,1443,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7040,8542,482014309003,707156.0,5872,29.7603672,-95.547736,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.006999999999999999,0.005,3.684,1443,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7041,8543,482014309003,707156.0,5872,29.7603672,-95.547736,94e4ca1b-6941-49a0-98d6-a8917d9d1f87,Trader Joe's,TX,Houston,441,5,3,15,11,5,19,0.003,0.004,3.902,1443,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7042,8544,482014309004,596486.0,7235,29.7646042,-95.5572123,b89b8ea0-559e-45d8-9909-c1e02212dd9e,Sprouts Farmers Market,TX,Houston,932,5,2,11,10,4,19,0.002,0.002,4.12,1741,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7043,8545,482014309004,596486.0,7235,29.7646042,-95.5572123,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.003,0.004,5.167999999999998,1741,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7044,8546,482014309004,596486.0,7235,29.7646042,-95.5572123,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.005,0.004,5.04,1741,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7045,8547,482014309004,596486.0,7235,29.7646042,-95.5572123,ce9b412c-6ada-49c0-b9f5-5edbcca3e2de,Whole Foods Market,TX,Houston,241,7,4,15,9,5,17,0.002,0.004,3.096,1741,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7046,8548,482014310001,845905.0,0,29.7457186,-95.5556981,b89b8ea0-559e-45d8-9909-c1e02212dd9e,Sprouts Farmers Market,TX,Houston,932,5,2,11,10,4,19,0.005,0.003,3.14,2105,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7047,8549,482014310001,845905.0,0,29.7457186,-95.5556981,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.003,0.003,5.131,2105,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7048,8550,482014310001,845905.0,0,29.7457186,-95.5556981,ce9b412c-6ada-49c0-b9f5-5edbcca3e2de,Whole Foods Market,TX,Houston,241,7,4,15,9,5,17,0.005,0.006,1.269,2105,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7049,8551,482014310002,768912.0,8558,29.7573712,-95.5511688,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.003,0.004,4.337,1066,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7050,8552,482014310002,768912.0,8558,29.7573712,-95.5511688,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.003,0.004,4.209,1066,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7051,8553,482014310002,768912.0,8558,29.7573712,-95.5511688,94e4ca1b-6941-49a0-98d6-a8917d9d1f87,Trader Joe's,TX,Houston,441,5,3,15,11,5,19,0.003,0.004,3.169,1066,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7052,8554,482014310002,768912.0,8558,29.7573712,-95.5511688,ce9b412c-6ada-49c0-b9f5-5edbcca3e2de,Whole Foods Market,TX,Houston,241,7,4,15,9,5,17,0.004,0.004,2.408,1066,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7053,8555,482014310003,1911070.0,1927,29.7423812,-95.5437291,b89b8ea0-559e-45d8-9909-c1e02212dd9e,Sprouts Farmers Market,TX,Houston,932,5,2,11,10,4,19,0.002,0.003,3.574,1504,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7054,8556,482014310003,1911070.0,1927,29.7423812,-95.5437291,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.001,0.003,3.701,1504,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7055,8557,482014310003,1911070.0,1927,29.7423812,-95.5437291,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.003,0.002,3.574,1504,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7056,8558,482014310003,1911070.0,1927,29.7423812,-95.5437291,94e4ca1b-6941-49a0-98d6-a8917d9d1f87,Trader Joe's,TX,Houston,441,5,3,15,11,5,19,0.003,0.004,2.832,1504,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7057,8559,482014310003,1911070.0,1927,29.7423812,-95.5437291,ce9b412c-6ada-49c0-b9f5-5edbcca3e2de,Whole Foods Market,TX,Houston,241,7,4,15,9,5,17,0.006999999999999999,0.008,1.702,1504,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7058,8560,482014310004,648787.0,0,29.7488727,-95.5506821,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.005,0.004,4.498,1185,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7059,8561,482014310004,648787.0,0,29.7488727,-95.5506821,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.005,0.003,4.37,1185,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7060,8562,482014311012,334208.0,0,29.739392,-95.5352849,b89b8ea0-559e-45d8-9909-c1e02212dd9e,Sprouts Farmers Market,TX,Houston,932,5,2,11,10,4,19,0.001,0.002,4.961,1644,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7061,8563,482014311012,334208.0,0,29.739392,-95.5352849,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.004,0.002,3.274,1644,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7062,8564,482014311013,184360.0,0,29.744459000000006,-95.53660440000002,b89b8ea0-559e-45d8-9909-c1e02212dd9e,Sprouts Farmers Market,TX,Houston,932,5,2,11,10,4,19,0.002,0.002,5.0360000000000005,1097,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7063,8565,482014311013,184360.0,0,29.744459000000006,-95.53660440000002,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.004,0.004,3.398,1097,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7064,8566,482014311013,184360.0,0,29.744459000000006,-95.53660440000002,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.004,0.005,3.274,1097,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7065,8567,482014311013,184360.0,0,29.744459000000006,-95.53660440000002,94e4ca1b-6941-49a0-98d6-a8917d9d1f87,Trader Joe's,TX,Houston,441,5,3,15,11,5,19,0.006,0.004,4.328,1097,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7066,8568,482014311021,427478.0,0,29.7426874,-95.5315696,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.003,0.002,2.861,2013,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7067,8569,482014311021,427478.0,0,29.7426874,-95.5315696,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.003,0.003,2.74,2013,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7068,8570,482014311022,519341.0,0,29.740530600000003,-95.5256211,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.002,0.003,2.359,1897,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7069,8571,482014311022,519341.0,0,29.740530600000003,-95.5256211,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.006,0.003,2.254,1897,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7070,8572,482014312011,421244.0,6028,29.7395432,-95.5129323,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.004,0.004,1.503,1639,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7071,8573,482014312012,243051.0,0,29.7395503,-95.5183878,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.006,0.004,1.868,2215,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7072,8574,482014312012,243051.0,0,29.7395503,-95.5183878,724c5b49-294f-4d46-813b-2da9d77188ff,Trader Joe's,TX,Houston,804,5,3,14,7,4,18,0.003,0.003,1.773,2215,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
7073,8575,482014312021,459115.0,0,29.741517100000006,-95.5087713,356372c0-d44a-4c10-b8e3-d2474824bd3c,Whole Foods Market,TX,Houston,1301,5,2,11,6,2,13,0.002,0.003,1.012,1947,64,TX,12,64,TX,1037.4166666666667,5.75,2.75,15.666666666666664,8.0,3.6666666666666665,19.75,73320.7064935065,95370.23376623381
